date,net_ret,equity
2020-12-01,0.0,200000.0
2020-12-02,0.02233010660389493,204466.021320779
2020-12-03,-0.00811450681071727,202806.88039821127
2020-12-04,0.012359909738507447,205313.55513428143
2020-12-07,0.01571426349466777,208539.90643868854
2020-12-08,-0.007974522210375375,206876.9003230436
2020-12-09,0.009236369556584368,208787.69182714794
2020-12-10,-0.005880674901950278,207559.8792879839
2020-12-11,-0.004548981624640636,206615.6932110902
2020-12-14,0.002559137877228797,207144.4512576166
2020-12-15,0.013648251273026202,209971.61077819372
2020-12-16,0.01537296109994664,213199.49618278
2020-12-17,0.0028998753791199044,213817.7481526012
2020-12-18,-0.0020237850285781296,213385.0269950457
2020-12-21,-0.045474358092678455,203681.47986585714
2020-12-22,0.007780599382706575,205266.24386237015
2020-12-23,0.006481164863025881,206596.60822965624
2020-12-24,0.02156735268198494,211052.35014224707
2020-12-28,0.0193796415559198,215142.4690375383
2020-12-29,0.0025911011715029635,215699.92494110152
2020-12-30,0.019568763022297847,219920.9056562014
2020-12-31,-0.004722898825773214,218882.24146911473
2021-01-01,0.010047205841226417,221081.39640414395
2021-01-04,0.002480187689853348,221629.71976196108
2021-01-05,0.007102883598212862,223203.9298633348
2021-01-06,-0.01453717832991442,219959.17453097383
2021-01-07,0.03024860685328963,226612.63312513538
2021-01-08,0.0043522443040889345,227598.90666688883
2021-01-11,-0.009375693225621484,225465.00913949322
2021-01-12,0.010122400987464086,227747.25637064542
2021-01-13,0.015058288384353469,231176.7402358199
2021-01-14,0.011387858608004271,233809.34826708474
2021-01-15,0.01505886682651279,237330.25210543253
2021-01-18,-0.023350114802986856,231788.56347254885
2021-01-19,0.027144729566948553,238080.4013447227
2021-01-20,0.026179146303118912,244313.14300343144
2021-01-21,-0.0075388373824039345,242471.30594794458
2021-01-22,-0.03062556483501997,235045.48524700385
2021-01-25,-0.012224569661762264,232172.15533891914
2021-01-27,-0.017118797042297254,228197.64733279948
2021-01-28,0.009037409324289111,230259.96287858573
2021-01-29,-0.027728102322707154,223875.29106706555
2021-02-01,0.02861891809463677,230282.35968552687
2021-02-02,0.07546202340074401,247659.93250089468
2021-02-03,0.024693714261785855,253775.5761081649
2021-02-04,0.02400396700448961,259867.1966636106
2021-02-05,0.009745505425113675,262399.7338385049
2021-02-08,0.028835873462909827,269966.2593601732
2021-02-09,-0.005559923856416632,268465.26751432905
2021-02-10,0.001652607441683647,268908.9352132568
2021-02-11,0.008117073549237094,271091.68881842983
2021-02-12,0.03407280702872711,280328.5436186319
2021-02-15,0.02975281377899803,288669.10657385475
2021-02-16,0.013933800714050083,292691.3643771577
2021-02-17,-0.0006540334217173447,292499.934442607
2021-02-18,0.0011189807712771761,292827.2362448481
2021-02-19,-0.023312263534788567,286000.77054334444
2021-02-22,0.029876004536599193,294545.3308615682
2021-02-23,-0.021082715184319277,288335.51554214273
2021-02-24,0.013808963353775239,292317.1301098561
2021-02-25,0.012864729839182965,296077.71101608465
2021-02-26,-0.024031213516021457,288962.6043253222
2021-03-01,-5.230636926558405e-05,288947.48974063643
2021-03-02,0.018981774301907374,294432.2257759959
2021-03-03,0.02896872612570397,302961.55228708213
2021-03-04,-0.008623281975550753,300349.02939396
2021-03-05,-0.007970745248194305,297955.0237951184
2021-03-08,-0.005141474866533324,296423.09552891843
2021-03-09,0.013108854298693857,300308.86269897484
2021-03-10,0.005485091244884777,301956.08421252633
2021-03-12,-0.012873348926620391,298068.89817994245
2021-03-15,-0.0057878652379950105,296343.7155656393
2021-03-16,-0.008420474886651617,293848.3607509018
2021-03-17,-0.019159027749855555,288218.5118530257
2021-03-18,-0.003400343759397918,287238.4698349033
2021-03-19,0.0019890965323645423,287809.8148792136
2021-03-22,-0.0038897246697977466,286690.313942068
2021-03-23,0.004963281013253416,288113.2385339403
2021-03-24,-0.015981902849125363,283508.640746144
2021-03-25,-0.013165212080657341,279776.1893640221
2021-03-26,0.009172821318619007,282342.5263582624
2021-03-30,0.013393212681279668,286123.99986274843
2021-03-31,-0.0016785569586456556,285643.72443174326
2021-04-01,0.018967189544339694,291061.5830951913
2021-04-05,-0.03852093731205051,279849.6180988352
2021-04-06,-0.003268926559043729,278934.8102496937
2021-04-07,0.018619606242906733,284128.4665839829
2021-04-08,0.003854898379670788,285223.75294943585
2021-04-09,-0.0017402114832845933,284727.4032992477
2021-04-12,-0.04849836999642403,270918.58834591974
2021-04-13,0.031649424264266104,279493.00568955584
2021-04-15,-0.0025084079351301537,278791.92321627075
2021-04-16,0.0029182704173857208,279605.51343839895
2021-04-19,-0.02038160189291396,273906.70517643366
2021-04-20,-0.0029307585787656768,273103.9507504564
2021-04-22,-0.005887807809009787,271495.9671765564
2021-04-23,-0.010774347586626931,268570.7752578288
2021-04-26,0.013309573564653525,272145.3377484389
2021-04-27,0.01606458284240237,276517.2390718723
2021-04-28,0.01930192939092704,281854.5552958117
2021-04-29,0.014722361918317326,286004.120067203
2021-04-30,-0.02101536971156163,279993.63774496084
2021-05-03,0.001799978773096883,280497.620349504
2021-05-04,-0.012894807545994844,276880.65751798765
2021-05-05,0.012908257817457325,280454.70442989696
2021-05-06,0.0042873964901981925,281657.1249453292
2021-05-07,0.002197652807680917,282276.1095167687
2021-05-10,0.01630585949069827,286878.86409613
2021-05-11,-0.0028911575966909246,286049.4520888685
2021-05-12,-0.0009717341485243804,285771.48806810705
2021-05-14,-0.0029554131415382547,284926.9152567936
2021-05-17,0.01911761561754723,290374.03850176645
2021-05-18,0.01705640402541736,295326.7754209446
2021-05-19,0.007358529656725441,297499.94625630474
2021-05-20,-0.004108574883012402,296277.6454494185
2021-05-21,0.022389908783911488,302911.2749057431
2021-05-24,0.009191040467575354,305695.3446914866
2021-05-25,0.006769253907336248,307764.674097994
2021-05-26,0.002700764821734453,308595.87410317047
2021-05-27,0.0361758444471453,319759.59044175764
2021-05-28,-0.0062186809821347284,317771.10755782225
2021-05-31,0.010859364267582883,321221.89976850594
2021-06-01,0.00339812768352459,322313.4527986637
2021-06-02,0.014237223629637398,326902.3015049988
2021-06-03,0.037001914742069916,338998.31259427324
2021-06-04,0.0020926685087878866,339707.7236875715
2021-06-07,0.010716826217603661,343348.3123271089
2021-06-08,0.00737207564076486,345879.5020567134
2021-06-09,0.0019924297892596116,346568.6426801054
2021-06-10,0.008519151663657153,349521.113508965
2021-06-11,0.003815236932252027,350854.6193698262
2021-06-14,0.008367064390873896,353790.2425619291
