Datetime,Close,High,Low,Open,Volume
,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
2026-03-13 03:45:00+00:00,1394.300048828125,1397.5,1384.199951171875,1386.699951171875,0
2026-03-13 03:50:00+00:00,1392.800048828125,1396.5999755859375,1391.0,1393.800048828125,201134
2026-03-13 03:55:00+00:00,1395.5999755859375,1396.0,1391.9000244140625,1392.699951171875,153439
2026-03-13 04:00:00+00:00,1395.9000244140625,1397.0999755859375,1394.0,1395.5999755859375,172155
2026-03-13 04:05:00+00:00,1395.800048828125,1396.800048828125,1393.300048828125,1396.0,159319
2026-03-13 04:10:00+00:00,1392.0999755859375,1397.4000244140625,1391.5,1396.199951171875,306674
2026-03-13 04:15:00+00:00,1397.9000244140625,1398.0,1390.0999755859375,1391.300048828125,561072
2026-03-13 04:20:00+00:00,1393.5999755859375,1399.5,1392.5999755859375,1397.800048828125,367354
2026-03-13 04:25:00+00:00,1393.800048828125,1394.5,1393.0,1393.699951171875,119498
2026-03-13 04:30:00+00:00,1397.5,1397.800048828125,1392.0,1393.800048828125,844868
2026-03-13 04:35:00+00:00,1396.5,1397.800048828125,1395.800048828125,1397.5,113218
2026-03-13 04:40:00+00:00,1396.5,1397.5,1394.300048828125,1396.5999755859375,138492
2026-03-13 04:45:00+00:00,1396.0,1396.699951171875,1395.0,1396.5,86966
2026-03-13 04:50:00+00:00,1395.4000244140625,1398.0,1395.0999755859375,1396.0,97329
2026-03-13 04:55:00+00:00,1399.199951171875,1399.199951171875,1395.0,1396.0,349995
2026-03-13 05:00:00+00:00,1394.0,1400.5999755859375,1394.0,1399.4000244140625,227244
2026-03-13 05:05:00+00:00,1397.0,1397.0,1393.4000244140625,1394.0,202928
2026-03-13 05:10:00+00:00,1395.300048828125,1397.800048828125,1394.0999755859375,1397.0,182483
2026-03-13 05:15:00+00:00,1394.9000244140625,1395.800048828125,1393.5999755859375,1395.300048828125,389134
2026-03-13 05:20:00+00:00,1394.0,1395.300048828125,1394.0,1394.9000244140625,213899
2026-03-13 05:25:00+00:00,1395.0999755859375,1395.0999755859375,1392.5,1394.4000244140625,100431
2026-03-13 05:30:00+00:00,1393.199951171875,1395.0999755859375,1393.199951171875,1395.0,89649
2026-03-13 05:35:00+00:00,1392.9000244140625,1395.0,1392.0999755859375,1393.0,251086
2026-03-13 05:40:00+00:00,1392.199951171875,1393.4000244140625,1391.0,1392.9000244140625,121459
2026-03-13 05:45:00+00:00,1390.800048828125,1392.0999755859375,1389.699951171875,1391.5,112856
2026-03-13 05:50:00+00:00,1390.0,1390.699951171875,1387.0999755859375,1390.699951171875,175842
2026-03-13 05:55:00+00:00,1392.0,1392.5,1389.5999755859375,1390.0,79968
2026-03-13 06:00:00+00:00,1394.4000244140625,1394.699951171875,1389.5999755859375,1392.0999755859375,227009
2026-03-13 06:05:00+00:00,1395.0,1395.199951171875,1392.0999755859375,1394.300048828125,115009
2026-03-13 06:10:00+00:00,1397.300048828125,1397.5999755859375,1394.300048828125,1394.5999755859375,252687
2026-03-13 06:15:00+00:00,1397.699951171875,1397.800048828125,1395.0,1397.5999755859375,153990
2026-03-13 06:20:00+00:00,1397.5,1400.0,1397.0,1398.4000244140625,120279
2026-03-13 06:25:00+00:00,1395.800048828125,1397.5,1395.5999755859375,1397.5,48465
2026-03-13 06:30:00+00:00,1396.5,1396.9000244140625,1395.800048828125,1396.300048828125,32858
2026-03-13 06:35:00+00:00,1391.0,1396.5999755859375,1390.4000244140625,1396.5999755859375,86019
2026-03-13 06:40:00+00:00,1391.4000244140625,1391.9000244140625,1389.4000244140625,1391.0,88813
2026-03-13 06:45:00+00:00,1390.5,1392.0,1390.199951171875,1391.699951171875,123218
2026-03-13 06:50:00+00:00,1388.199951171875,1390.9000244140625,1387.300048828125,1390.9000244140625,154263
