date,open,high,low,close,volume,symbol
2019-01-01,92.32810066398822,92.73100757012175,90.74745845725327,92.17313385009766,4011082,NTPC
2019-01-02,91.70824196755801,92.1731367488653,90.59249449242049,91.11937713623047,5201079,NTPC
2019-01-03,91.11938891550487,91.36733472258317,88.5469689013984,88.88789367675781,7035283,NTPC
2019-01-04,89.22881118728868,90.68547778843694,88.17504584924076,90.34455871582031,7988112,NTPC
2019-01-07,90.65449549022699,92.79301179409902,90.59250761874263,92.11116790771484,14121843,NTPC
2019-01-08,91.73923154908987,92.66902103886109,90.49950844607176,91.08837890625,6656692,NTPC
2019-01-09,91.1193986656478,92.01819734686906,90.12762100619628,90.84046173095703,4636543,NTPC
2019-01-10,91.08839642170429,92.70002995554839,90.9644206825723,91.80123138427734,15340801,NTPC
2019-01-11,91.73925018310547,93.16492579867541,91.24335857117917,91.73925018310547,13579929,NTPC
2019-01-14,91.73924892161799,91.95619795198637,90.00363965371365,90.22058868408203,5010679,NTPC
2019-01-15,90.49953465140041,90.77847157910163,89.35279584029084,90.37556457519531,14730974,NTPC
2019-01-16,90.68549492313477,92.04918849622244,90.31357901001871,90.71649169921875,5679378,NTPC
2019-01-17,91.05741347228928,91.52230837714268,89.41478859179838,89.81769561767578,7529166,NTPC
2019-01-18,90.06563196312095,90.7474758600247,89.25981232133577,89.44577026367188,3100312,NTPC
2019-01-21,90.8094609128964,90.9644220767077,88.42299883535217,88.88789367675781,13187677,NTPC
2019-01-22,89.19781981361933,89.19781981361933,88.02009002335014,88.51597595214844,7074433,NTPC
2019-01-23,88.57797220229678,89.01187030292952,86.96633284998974,87.24526977539062,5323552,NTPC
2019-01-24,87.24526894611789,88.08207971436657,86.22250022936949,86.81137084960938,4250377,NTPC
2019-01-25,87.0902939444431,87.95809567465957,85.57163382283262,85.72660064697266,5463236,NTPC
2019-01-28,85.85057926783338,86.47044095126066,84.70384054472952,85.91256713867188,7303346,NTPC
2019-01-29,85.91254327354113,86.40842907754227,85.16871173004726,85.85055541992188,9728281,NTPC
2019-01-30,86.40844637709495,87.02830801243508,85.60263249363676,85.97454833984375,13777792,NTPC
2019-01-31,87.09030538974768,87.52420347438563,86.16051567268627,86.59441375732422,44034840,NTPC
2019-02-01,86.7803730775999,87.09030677152852,86.03654129214908,86.87335205078125,7099405,NTPC
2019-02-04,86.8423525784185,87.02831050685195,84.76582426924024,85.07575225830078,6716304,NTPC
2019-02-05,84.92077967977936,85.78858707040223,84.42489379584144,85.5716323852539,8526399,NTPC
2019-02-06,86.41799685810804,87.65890332099653,85.90890896920303,87.24526977539062,12810810,NTPC
2019-02-07,87.18164639782091,87.81801073648603,85.97256172825047,86.51346588134766,5193513,NTPC
2019-02-08,86.16345667107315,87.43617931884347,83.71345989369621,84.0316390991211,5597162,NTPC
2019-02-11,83.96801076405033,84.82709990319194,81.83619309028116,82.9498291015625,13126864,NTPC
2019-02-12,82.75893034248693,85.24074370915898,82.72711416442533,84.7952880859375,14900754,NTPC
2019-02-14,83.36347520176322,84.82711265398456,81.51802612304688,83.52256774902344,37913966,NTPC
2019-02-15,83.99982314363136,87.43617954496173,83.99982314363136,86.70436096191406,25855830,NTPC
2019-02-18,86.41800445079288,89.34527317784577,85.87710034195457,87.46800231933594,13001166,NTPC
2019-02-19,87.24527602944615,87.75436395484442,84.28619117505575,85.0816421508789,9029095,NTPC
2019-02-20,85.39982718218226,88.39072821056648,84.19073680531278,87.30891418457031,14955330,NTPC
2019-02-21,87.69072359427493,88.13617330352665,86.22708647510318,86.83163452148438,4719134,NTPC
2019-02-22,87.02254590224634,89.24981199576774,85.90890994245022,88.89981079101562,11678731,NTPC
2019-02-25,88.83618193367359,89.72708724084984,86.70436427475497,89.3134536743164,27557787,NTPC
2019-02-26,87.30892277619103,89.85436847914515,86.73619661911559,89.44073486328125,15501729,NTPC
2019-02-27,88.64528170848467,90.96800245955184,87.91346302754171,88.29528045654297,18258775,NTPC
2019-02-28,89.21800421884032,90.80890622417962,88.0089138008825,89.88618469238281,50183582,NTPC
2019-03-01,90.17254213820988,91.47708100223721,90.14072013835583,90.99980926513672,6789074,NTPC
2019-03-05,90.99979901901038,94.30888463234416,90.99979901901038,93.54524993896484,12988303,NTPC
2019-03-06,93.99072753836955,95.13617984760057,93.60891010195921,94.78617858886719,10313295,NTPC
2019-03-07,94.88161970247366,95.83616316024502,92.59071540382239,93.03617095947266,8337421,NTPC
2019-03-08,93.86345522289666,98.5089028415574,92.49527795878791,96.85436248779297,34663172,NTPC
2019-03-11,97.3634423514371,102.00888375605278,95.13617600437577,96.34526062011719,30007645,NTPC
2019-03-12,95.96343097707978,99.49524749745439,95.5816136047226,96.24979400634766,23315044,NTPC
2019-03-13,96.09072319594794,96.12253937354454,92.27254884148738,94.30890655517578,20943115,NTPC
2019-03-14,94.75435368592699,98.57252187237036,94.24525993354425,97.7770767211914,14675396,NTPC
2019-03-15,98.38161442890981,101.34069932642115,97.14071368505697,100.57706451416016,20356743,NTPC
2019-03-18,100.44980347199596,102.32706856979468,99.11344250186805,101.02252960205078,19289406,NTPC
2019-03-19,102.28888486209661,104.84706624632042,99.57797883974217,103.01433563232422,25950621,NTPC
2019-03-20,103.7016008730457,103.85432549187016,97.82161565724313,98.69979095458984,28098992,NTPC
2019-03-22,100.03616282176894,104.00706161098311,99.0434352114297,102.82342529296875,53779933,NTPC
2019-03-25,102.21254921122161,104.99981229491952,102.13618105051262,103.35800170898438,31535535,NTPC
2019-03-26,103.85434835923047,108.43615784566711,103.85434835923047,107.5197982788086,23510777,NTPC
2019-03-27,107.59612885666637,107.59612885666637,104.00704795407576,104.61795806884766,20849776,NTPC
2019-03-28,104.99977477128115,106.41250367451487,103.16705609067526,103.66341400146484,41232946,NTPC
2019-04-01,104.15978442225355,104.99978738216794,101.98343218416326,103.16706848144531,26716877,NTPC
