date,open,high,low,close,volume,symbol
2019-01-01,499.59060379417036,505.07340873021195,494.4131188962852,504.3924865722656,6373440,HDFCBANK
2019-01-02,503.14796667713176,504.25155582298044,497.7238641472939,499.7901916503906,8134232,HDFCBANK
2019-01-03,498.78056207790377,499.7315486504346,493.8026297718144,495.86895751953125,12771664,HDFCBANK
2019-01-04,496.6789890840331,499.7902036474953,495.5284496476997,497.195556640625,7287120,HDFCBANK
2019-01-07,499.6024035817004,501.39872433136287,497.3247709120071,497.9469909667969,5387012,HDFCBANK
2019-01-08,498.2639460543253,498.6161590227897,492.3115239567449,493.8025817871094,8343460,HDFCBANK
2019-01-09,497.32478873843723,498.1114207540877,493.7087579642644,497.04302978515625,8568628,HDFCBANK
2019-01-10,497.0899594085093,498.6866698458964,491.37234530575137,495.0940856933594,7691540,HDFCBANK
2019-01-11,496.33856587733516,498.73360278703433,494.9766641596367,495.89239501953125,6408040,HDFCBANK
2019-01-14,495.4227977790015,495.4227977790015,492.73424993002436,493.4856262207031,4855160,HDFCBANK
2019-01-15,494.2839263939492,499.32056012723984,493.56774859508965,498.24041748046875,5087556,HDFCBANK
2019-01-16,497.80617125618585,498.96846279837763,495.03541726808453,497.84136962890625,5252452,HDFCBANK
2019-01-17,499.02708267187825,501.52777186013464,496.23288267155743,500.6824951171875,8240228,HDFCBANK
2019-01-18,501.3165130633142,502.2557477482103,496.5146872020498,500.201171875,5207976,HDFCBANK
2019-01-21,502.4788465575729,508.71302876538476,499.3206811306673,504.4042663574219,17561512,HDFCBANK
2019-01-22,503.8993676531204,504.08722604015855,499.91937246334453,501.5160827636719,8796976,HDFCBANK
2019-01-23,501.0817007814959,501.5161197506644,493.43866712295903,494.36614990234375,7624288,HDFCBANK
2019-01-24,495.44632369917093,498.1818219397706,492.6051156896022,493.6265563964844,10111572,HDFCBANK
2019-01-25,491.4544791156099,495.44622595983606,490.7500532019229,492.1589050292969,11262236,HDFCBANK
2019-01-28,490.75011848871424,493.57957441703826,487.6389036226973,489.37646484375,15360436,HDFCBANK
2019-01-29,487.9911100056597,489.106451168911,482.0621911904821,483.142333984375,14762788,HDFCBANK
2019-01-30,483.0601756762343,483.0601756762343,476.1920215197001,477.7652282714844,18514160,HDFCBANK
2019-01-31,476.896445995792,490.691456435109,474.7831678008328,488.39031982421875,16579404,HDFCBANK
2019-02-01,488.39034361339264,497.09001740499804,487.60376886498153,490.8558349609375,15654188,HDFCBANK
2019-02-04,491.9241051182659,496.150660675368,489.02419545827837,494.2486877441406,7938288,HDFCBANK
2019-02-05,494.9766434900243,497.5595386885016,492.3937482915469,496.3972473144531,8690288,HDFCBANK
2019-02-06,496.91387334211754,499.4380666739204,496.2916532652782,498.4166259765625,10875684,HDFCBANK
2019-02-07,498.9801089342805,500.1424002301131,494.4717945383169,497.1485900878906,7217308,HDFCBANK
2019-02-08,495.9159364434978,503.6528710510584,494.6596870641118,498.4166259765625,12235644,HDFCBANK
2019-02-11,496.22121169892824,503.17151446628924,496.22121169892824,502.40838623046875,7036364,HDFCBANK
2019-02-12,502.0208530340351,504.3689393438295,498.9213905703717,500.0719299316406,9772388,HDFCBANK
2019-02-14,502.4905037138832,502.4905037138832,494.4131092015377,495.4931945800781,7441388,HDFCBANK
2019-02-15,494.82402674035905,495.00013322616223,487.97932026301004,493.2507629394531,8416524,HDFCBANK
2019-02-18,494.69486298210586,497.324708331435,489.8108317183066,490.7265625,7138744,HDFCBANK
2019-02-19,490.6796428178283,495.01185110732234,487.97934324169034,489.3529968261719,5268636,HDFCBANK
2019-02-20,490.3979237394512,495.68111899161187,488.8481635349491,495.05889892578125,4892500,HDFCBANK
2019-02-21,493.49736292241994,497.7826210860852,491.59544711955283,496.8316345214844,5261544,HDFCBANK
2019-02-22,497.6534669631564,499.69634823145043,490.5388101990573,491.090576171875,8890708,HDFCBANK
2019-02-25,491.9592945657857,500.13064662665147,491.9592945657857,499.062255859375,8140596,HDFCBANK
2019-02-26,495.7397850801287,498.96840416590805,493.3565001037048,495.598876953125,9607428,HDFCBANK
2019-02-27,496.8785903912916,498.8392081566859,490.31564298468345,491.27838134765625,7030092,HDFCBANK
2019-02-28,491.47800715607855,494.4718174369422,486.8052806356382,487.82672119140625,11645376,HDFCBANK
2019-03-01,489.86952075209865,493.3094443663337,487.6975408518197,489.1885986328125,9352928,HDFCBANK
2019-03-05,490.49175661539516,495.70455440614404,486.05389614633003,494.76531982421875,11837276,HDFCBANK
2019-03-06,495.44631078773796,495.516764856435,490.8792934639905,494.0961608886719,8458044,HDFCBANK
2019-03-07,495.3523439598972,500.1424174215719,491.9241147878841,499.3205871582031,10204852,HDFCBANK
2019-03-08,496.63210692351413,500.14248520179916,495.31715539338757,499.7198181152344,7053460,HDFCBANK
2019-03-11,500.6120856637736,503.3593356442223,498.31094922688123,499.77850341796875,9224108,HDFCBANK
2019-03-12,504.13421472016154,510.7088574831632,501.7861280190895,509.7696228027344,15097292,HDFCBANK
2019-03-13,510.70883455598266,524.5625454703749,510.02791237377454,522.813232421875,57166348,HDFCBANK
2019-03-14,527.1102409399631,527.7324609556068,519.0680443714517,522.3905639648438,15379864,HDFCBANK
2019-03-15,523.8581351167194,530.6440826500462,523.1654610156061,529.02392578125,12763088,HDFCBANK
2019-03-18,531.1137090771234,538.0992670271777,527.6150828158658,531.008056640625,14358720,HDFCBANK
2019-03-19,532.8982808984978,534.401033468184,528.5543204681729,532.4873657226562,11957992,HDFCBANK
2019-03-20,532.7808139132334,540.059881886486,530.9140966563264,539.8250732421875,11711992,HDFCBANK
2019-03-22,540.0599263550467,541.7035870004752,533.2035248422408,534.459716796875,30403880,HDFCBANK
2019-03-25,530.6676309006491,537.2070757429473,529.0239700969745,535.6690673828125,9199260,HDFCBANK
2019-03-26,534.4010234961627,543.5820653270366,533.6262007543885,542.7250366210938,11786848,HDFCBANK
2019-03-27,544.4155931295608,546.6462752480446,535.1406516895488,539.9307250976562,13885300,HDFCBANK
2019-03-28,539.7781725630897,545.9301481435697,537.2070291370998,540.7174072265625,19554328,HDFCBANK
2019-04-01,545.988853586173,547.5738120902938,541.1400775374341,542.8306884765625,9647076,HDFCBANK
2019-04-02,544.7559998153134,544.7559998153134,536.6433505079715,538.8505859375,10910496,HDFCBANK
2019-04-03,538.2049412500402,543.8168451760304,537.3009049974316,538.3575439453125,7659452,HDFCBANK
2019-04-04,538.3575262927257,543.1124014022787,535.3637160385626,536.2911987304688,9211552,HDFCBANK
2019-04-05,537.1952722507735,543.2885456082115,535.8333705361161,541.3748779296875,8351180,HDFCBANK
2019-04-08,544.5212202883491,545.4487029240494,535.3871873891183,537.5708618164062,6398132,HDFCBANK
2019-04-09,539.2615849491364,540.7643374243855,532.3112257668615,537.0661010742188,10777600,HDFCBANK
